track_id,danceability,energy,acousticness,instrumentalness,valence,tempo,Cluster,Cluster_Label
31dgrKXIJ7FCxlENs8uxuo,0.351,0.456,0.476,0.0,0.519,86.374,2,Upbeat Happy Songs
2CnjDMdpRjlWv04Xk3s6MW,0.476,0.386,0.791,0.000423,0.158,138.265,2,Upbeat Happy Songs
0sSRLXxknVTQDStgU1NqpY,0.476,0.406,0.24,0.0,0.12,136.947,2,Upbeat Happy Songs
7eEr7lgWYudwEKEaWCPiPI,0.476,0.192,0.716,0.0,0.201,93.709,2,Upbeat Happy Songs
1PDP7mLiAMwhfmgIwzhOm2,0.476,0.161,0.967,0.0381,0.0908,119.614,2,Upbeat Happy Songs
4axSuOg3BqsowKjRpj59RU,0.476,0.189,0.904,4.52e-06,0.324,115.851,2,Upbeat Happy Songs
28jpSubTXD8YjICTzSxx63,0.476,0.00343,0.995,0.873,0.402,59.113,2,Upbeat Happy Songs
4HMUrFl8y6rQCzEbaGEkcj,0.577,0.657,0.697,3.2e-06,0.437,180.727,2,Upbeat Happy Songs
2XKFnwB6djxrJCjR3PdeRb,0.577,0.578,0.547,0.59,0.367,84.963,2,Upbeat Happy Songs
0BCPKOYdS2jbQ8iyB56Zns,0.577,0.749,0.599,0.0115,0.255,130.97,2,Upbeat Happy Songs
7bppBAD4NHqVqzXkrkZVxY,0.577,0.336,0.804,0.0,0.154,95.927,2,Upbeat Happy Songs
7AfzCKD11wbtbAie4IXD2A,0.577,0.527,0.563,0.000191,0.228,96.101,2,Upbeat Happy Songs
2VxeLyX666F8uXCJ0dZF8B,0.577,0.385,0.371,0.0,0.331,95.82,2,Upbeat Happy Songs
5FX8KqBY74jLl0BBTSNl2N,0.577,0.349,0.425,0.0,0.131,124.01,2,Upbeat Happy Songs
5pF8pF6U8ZDGTQmTY71hYn,0.702,0.691,0.659,0.0,0.146,84.253,2,Upbeat Happy Songs
6MmxDAqXSxFS9dLQs1l7DT,0.702,0.53,0.679,0.0,0.319,112.036,2,Upbeat Happy Songs
4HDQt6Lepj3HpxypbG30Hz,0.702,0.514,0.129,0.0,0.133,76.982,2,Upbeat Happy Songs
1ciQU7ZQGHq129m3njp9en,0.702,0.525,0.376,0.0667,0.515,113.856,2,Upbeat Happy Songs
0CofintZCm8MhxiOMrauiT,0.702,0.52,0.435,0.0,0.467,120.005,2,Upbeat Happy Songs
07rhyW77lp2bGv8EQoZy6k,0.348,0.717,0.311,0.0,0.28,66.21,2,Upbeat Happy Songs
1RS3LStQYhju50eBdD9Uul,0.348,0.532,0.592,0.0,0.148,129.297,2,Upbeat Happy Songs
1VSJTVzLy3NfHQB6DpjKk9,0.348,0.45,0.658,3.47e-06,0.497,178.65,2,Upbeat Happy Songs
6BEJNy487RrZXGjYrEpipE,0.473,0.449,0.796,0.000244,0.27,138.859,2,Upbeat Happy Songs
