danceability,energy,acousticness,instrumentalness,valence,tempo,Cluster,Cluster_Label
0.618,0.137,0.871,0.0,0.377,83.188,2,Upbeat Happy Songs
0.431,0.377,0.749,0.0,0.353,173.67,2,Upbeat Happy Songs
0.612,0.749,0.615,0.0,0.574,120.052,2,Upbeat Happy Songs
0.612,0.28,0.932,0.0,0.387,72.795,2,Upbeat Happy Songs
0.612,0.549,0.672,0.000203,0.477,115.915,2,Upbeat Happy Songs
0.612,0.423,0.588,0.0,0.18,135.841,2,Upbeat Happy Songs
0.612,0.357,0.849,3.23e-06,0.148,107.129,2,Upbeat Happy Songs
0.612,0.289,0.599,0.00266,0.466,183.18,2,Upbeat Happy Songs
0.612,0.57,0.278,0.0,0.334,77.004,2,Upbeat Happy Songs
0.737,0.366,0.35,0.0,0.395,109.876,2,Upbeat Happy Songs
0.737,0.175,0.971,0.000337,0.545,70.008,2,Upbeat Happy Songs
0.862,0.274,0.0974,0.185,0.154,77.492,2,Upbeat Happy Songs
0.428,0.403,0.229,0.0,0.133,95.387,2,Upbeat Happy Songs
0.428,0.367,0.132,0.0,0.174,71.184,2,Upbeat Happy Songs
0.606,0.338,0.315,0.0,0.238,119.88,2,Upbeat Happy Songs
0.606,0.226,0.715,0.0001,0.142,122.711,2,Upbeat Happy Songs
0.606,0.497,0.348,0.0,0.362,130.739,2,Upbeat Happy Songs
0.606,0.513,0.102,0.0,0.177,79.9,2,Upbeat Happy Songs
0.606,0.497,0.363,0.0,0.181,125.058,2,Upbeat Happy Songs
0.731,0.573,0.401,5.22e-05,0.145,109.928,2,Upbeat Happy Songs
0.731,0.232,0.589,0.922,0.646,128.547,2,Upbeat Happy Songs
0.731,0.417,0.657,0.0,0.704,88.161,2,Upbeat Happy Songs
0.731,0.204,0.307,0.0109,0.191,142.141,2,Upbeat Happy Songs
0.425,0.372,0.861,0.0148,0.292,79.456,2,Upbeat Happy Songs
0.425,0.543,0.609,0.00201,0.316,136.537,2,Upbeat Happy Songs
0.425,0.372,0.86,0.0,0.391,124.469,2,Upbeat Happy Songs
0.6,0.44,0.332,0.0,0.381,80.334,2,Upbeat Happy Songs
0.6,0.423,0.579,0.00213,0.278,129.581,2,Upbeat Happy Songs
0.6,0.56,0.479,0.0,0.417,139.469,2,Upbeat Happy Songs
0.6,0.412,0.615,0.0025,0.408,113.049,2,Upbeat Happy Songs
0.6,0.482,0.512,0.000104,0.323,121.909,2,Upbeat Happy Songs
0.6,0.41,0.841,0.0,0.312,104.337,2,Upbeat Happy Songs
0.6,0.556,0.624,0.00735,0.233,105.957,2,Upbeat Happy Songs
0.725,0.438,0.593,0.0,0.76,83.984,2,Upbeat Happy Songs
0.211,0.498,0.447,7.72e-05,0.362,99.428,2,Upbeat Happy Songs
0.211,0.255,0.923,0.00383,0.226,85.841,2,Upbeat Happy Songs
0.422,0.519,0.549,0.0,0.358,179.811,2,Upbeat Happy Songs
0.422,0.345,0.879,1.15e-05,0.224,78.293,2,Upbeat Happy Songs
0.422,0.248,0.862,0.0,0.302,98.127,2,Upbeat Happy Songs
0.422,0.264,0.922,0.0,0.331,119.93,2,Upbeat Happy Songs
0.422,0.254,0.911,0.0,0.0848,110.887,2,Upbeat Happy Songs
0.594,0.37,0.749,3.2e-05,0.329,145.601,2,Upbeat Happy Songs
0.594,0.506,0.446,0.0,0.268,135.809,2,Upbeat Happy Songs
0.594,0.601,0.54,0.004,0.66,136.11,2,Upbeat Happy Songs
0.719,0.538,0.632,0.0,0.803,204.132,2,Upbeat Happy Songs
0.844,0.512,0.736,0.0,0.87,108.992,2,Upbeat Happy Songs
0.588,0.391,0.839,0.0,0.349,144.069,2,Upbeat Happy Songs
0.588,0.471,0.592,0.00146,0.209,152.881,2,Upbeat Happy Songs
0.588,0.531,0.476,0.931,0.201,142.001,2,Upbeat Happy Songs
0.588,0.39,0.726,1.26e-05,0.206,96.571,2,Upbeat Happy Songs
0.588,0.576,0.369,0.0,0.226,122.081,2,Upbeat Happy Songs
0.588,0.353,0.588,0.0,0.516,109.479,2,Upbeat Happy Songs
0.588,0.555,0.447,0.0,0.445,151.991,2,Upbeat Happy Songs
0.588,0.684,0.511,0.0,0.12,85.993,2,Upbeat Happy Songs
0.588,0.479,0.604,7.2e-06,0.434,150.414,2,Upbeat Happy Songs
0.713,0.17,0.875,0.897,0.365,149.989,2,Upbeat Happy Songs
0.713,0.469,0.415,0.0,0.369,127.837,2,Upbeat Happy Songs
0.713,0.605,0.497,3.46e-06,0.432,142.025,2,Upbeat Happy Songs
0.838,0.304,0.16,0.0267,0.221,112.618,2,Upbeat Happy Songs
0.208,0.342,0.875,2.96e-06,0.136,185.118,2,Upbeat Happy Songs
0.208,0.641,0.422,0.974,0.34,87.459,2,Upbeat Happy Songs
0.291,0.4,0.145,1.86e-05,0.0935,83.112,2,Upbeat Happy Songs
0.291,0.156,0.894,0.0,0.198,80.684,2,Upbeat Happy Songs
0.416,0.354,0.731,1e-06,0.181,80.767,2,Upbeat Happy Songs
0.416,0.384,0.3,0.0,0.177,137.451,2,Upbeat Happy Songs
0.416,0.712,0.438,0.0,0.581,78.015,2,Upbeat Happy Songs
0.416,0.546,0.492,0.0,0.418,159.929,2,Upbeat Happy Songs
0.416,0.121,0.929,2.12e-05,0.19,170.251,2,Upbeat Happy Songs
0.582,0.272,0.875,0.0,0.354,205.846,2,Upbeat Happy Songs
0.582,0.41,0.657,0.0,0.261,150.146,2,Upbeat Happy Songs
0.582,0.557,0.452,1.87e-05,0.211,84.989,2,Upbeat Happy Songs
0.582,0.542,0.394,0.00113,0.453,90.919,2,Upbeat Happy Songs
0.582,0.568,0.577,0.0,0.394,121.991,2,Upbeat Happy Songs
0.707,0.538,0.362,0.0,0.439,121.732,2,Upbeat Happy Songs
0.707,0.261,0.853,0.0,0.545,65.038,2,Upbeat Happy Songs
0.707,0.514,0.517,0.0,0.687,130.02,2,Upbeat Happy Songs
0.832,0.534,0.345,0.0,0.116,93.924,2,Upbeat Happy Songs
0.144,0.541,0.278,1.01e-05,0.0899,79.262,2,Upbeat Happy Songs
0.413,0.42,0.588,6.39e-05,0.185,84.126,2,Upbeat Happy Songs
0.413,0.138,0.974,0.74,0.273,95.9,2,Upbeat Happy Songs
0.413,0.64,0.273,0.0,0.149,75.245,2,Upbeat Happy Songs
0.413,0.549,0.26,0.0,0.335,76.163,2,Upbeat Happy Songs
0.576,0.302,0.433,3.3e-05,0.145,70.932,2,Upbeat Happy Songs
0.576,0.242,0.968,0.954,0.27,80.015,2,Upbeat Happy Songs
0.576,0.524,0.299,4.5e-06,0.263,75.963,2,Upbeat Happy Songs
0.701,0.438,0.549,0.0,0.702,94.077,2,Upbeat Happy Songs
0.701,0.546,0.435,0.0,0.118,151.9,2,Upbeat Happy Songs
0.701,0.425,0.328,0.13,0.562,135.128,2,Upbeat Happy Songs
0.701,0.5,0.46,0.0,0.409,97.028,2,Upbeat Happy Songs
0.701,0.76,0.496,0.0,0.301,91.986,2,Upbeat Happy Songs
0.701,0.485,0.367,6.31e-05,0.496,78.863,2,Upbeat Happy Songs
0.701,0.554,0.217,1.45e-06,0.0634,97.129,2,Upbeat Happy Songs
0.826,0.276,0.62,8.53e-05,0.484,123.985,2,Upbeat Happy Songs
0.826,0.436,0.441,0.615,0.272,119.051,2,Upbeat Happy Songs
0.285,0.462,0.428,5.61e-06,0.0923,142.365,2,Upbeat Happy Songs
0.41,0.311,0.799,1.87e-06,0.217,130.617,2,Upbeat Happy Songs
0.41,0.234,0.706,0.0,0.153,122.022,2,Upbeat Happy Songs
0.57,0.362,0.847,0.0,0.443,110.805,2,Upbeat Happy Songs
0.57,0.443,0.0454,0.825,0.29,74.976,2,Upbeat Happy Songs
0.57,0.295,0.837,0.0,0.231,84.139,2,Upbeat Happy Songs
0.57,0.431,0.583,0.0,0.433,154.918,2,Upbeat Happy Songs
0.407,0.147,0.857,2.89e-06,0.0765,141.284,2,Upbeat Happy Songs
0.407,0.192,0.637,3.33e-06,0.159,128.173,2,Upbeat Happy Songs
0.407,0.265,0.887,0.705,0.142,123.906,2,Upbeat Happy Songs
0.564,0.477,0.852,0.0,0.57,80.891,2,Upbeat Happy Songs
0.564,0.612,0.382,0.0,0.146,83.03,2,Upbeat Happy Songs
0.564,0.244,0.758,0.000607,0.346,78.076,2,Upbeat Happy Songs
0.564,0.336,0.817,0.000587,0.255,97.987,2,Upbeat Happy Songs
0.689,0.394,0.711,0.000905,0.382,117.489,2,Upbeat Happy Songs
0.689,0.412,0.488,0.00016,0.537,126.754,2,Upbeat Happy Songs
0.689,0.516,0.513,0.0,0.209,124.876,2,Upbeat Happy Songs
0.689,0.578,0.36,0.0,0.391,98.043,2,Upbeat Happy Songs
0.689,0.704,0.835,4.83e-06,0.92,151.884,2,Upbeat Happy Songs
0.689,0.377,0.281,0.0,0.295,143.947,2,Upbeat Happy Songs
0.814,0.494,0.624,0.0,0.607,128.083,2,Upbeat Happy Songs
0.279,0.321,0.758,0.0,0.173,146.946,2,Upbeat Happy Songs
0.279,0.431,0.658,0.0,0.257,183.18,2,Upbeat Happy Songs
0.404,0.393,0.806,0.000443,0.403,98.217,2,Upbeat Happy Songs
0.404,0.364,0.392,0.0,0.21,139.493,2,Upbeat Happy Songs
0.558,0.318,0.678,0.000264,0.258,125.609,2,Upbeat Happy Songs
0.558,0.252,0.585,0.818,0.217,149.029,2,Upbeat Happy Songs
0.558,0.468,0.159,0.0,0.405,81.977,2,Upbeat Happy Songs
0.558,0.559,0.371,7.49e-06,0.62,78.558,2,Upbeat Happy Songs
0.558,0.279,0.868,1.25e-05,0.262,102.731,2,Upbeat Happy Songs
0.558,0.296,0.907,0.0,0.463,76.04,2,Upbeat Happy Songs
0.558,0.414,0.405,0.0,0.318,127.094,2,Upbeat Happy Songs
0.683,0.324,0.204,0.000129,0.324,117.746,2,Upbeat Happy Songs
0.683,0.475,0.393,0.0361,0.258,138.061,2,Upbeat Happy Songs
0.683,0.201,0.886,0.00107,0.262,112.648,2,Upbeat Happy Songs
0.683,0.552,0.548,0.0,0.519,98.946,2,Upbeat Happy Songs
0.808,0.582,0.827,0.0,0.675,77.471,2,Upbeat Happy Songs
0.401,0.539,0.565,0.0,0.15,113.87,2,Upbeat Happy Songs
0.401,0.373,0.797,0.0,0.109,94.523,2,Upbeat Happy Songs
0.401,0.177,0.938,8.49e-05,0.449,111.648,2,Upbeat Happy Songs
0.401,0.478,0.882,2.47e-06,0.257,182.996,2,Upbeat Happy Songs
0.552,0.225,0.827,0.0,0.67,138.002,2,Upbeat Happy Songs
0.552,0.494,0.358,2.94e-05,0.312,133.91,2,Upbeat Happy Songs
0.552,0.371,0.587,0.0,0.587,81.548,2,Upbeat Happy Songs
0.552,0.637,0.464,1.63e-05,0.333,97.97,2,Upbeat Happy Songs
0.677,0.297,0.71,0.0,0.719,137.762,2,Upbeat Happy Songs
0.677,0.33,0.474,0.000871,0.336,68.985,2,Upbeat Happy Songs
0.677,0.541,0.48,0.0,0.379,103.369,2,Upbeat Happy Songs
0.677,0.401,0.712,0.0,0.195,111.825,2,Upbeat Happy Songs
0.677,0.47,0.314,0.0,0.347,140.881,2,Upbeat Happy Songs
0.802,0.544,0.605,0.0,0.57,133.992,2,Upbeat Happy Songs
0.398,0.489,0.841,0.0,0.196,73.987,2,Upbeat Happy Songs
0.398,0.284,0.966,8.57e-05,0.114,109.599,2,Upbeat Happy Songs
0.398,0.332,0.587,0.0,0.191,121.531,2,Upbeat Happy Songs
0.546,0.155,0.987,6.02e-05,0.512,72.331,2,Upbeat Happy Songs
0.546,0.73,0.66,0.179,0.573,157.895,2,Upbeat Happy Songs
0.546,0.431,0.318,0.0,0.337,131.784,2,Upbeat Happy Songs
0.546,0.599,0.35,0.0686,0.331,90.0,2,Upbeat Happy Songs
0.546,0.613,0.418,0.0,0.535,79.015,2,Upbeat Happy Songs
0.671,0.618,0.69,0.00815,0.468,79.799,2,Upbeat Happy Songs
0.671,0.428,0.688,0.000182,0.362,148.04,2,Upbeat Happy Songs
0.671,0.38,0.122,0.431,0.285,97.694,2,Upbeat Happy Songs
0.921,0.373,0.212,0.0,0.179,125.981,2,Upbeat Happy Songs
0.395,0.367,0.815,0.0,0.426,77.968,2,Upbeat Happy Songs
0.395,0.443,0.765,9.67e-06,0.338,168.924,2,Upbeat Happy Songs
0.395,0.601,0.334,0.00159,0.129,67.051,2,Upbeat Happy Songs
0.54,0.495,0.404,0.00011,0.338,70.997,2,Upbeat Happy Songs
0.54,0.766,0.606,0.0,0.435,139.999,2,Upbeat Happy Songs
0.665,0.498,0.23,0.0,0.127,81.958,2,Upbeat Happy Songs
0.665,0.469,0.565,0.000317,0.142,115.852,2,Upbeat Happy Songs
0.665,0.369,0.616,0.906,0.545,193.936,2,Upbeat Happy Songs
0.79,0.325,0.509,0.0,0.539,126.877,2,Upbeat Happy Songs
0.79,0.621,0.333,0.0,0.15,118.895,2,Upbeat Happy Songs
0.79,0.47,0.49,0.0,0.53,126.992,2,Upbeat Happy Songs
0.392,0.574,0.833,0.00179,0.529,81.112,2,Upbeat Happy Songs
0.392,0.37,0.205,0.0096,0.512,48.718,2,Upbeat Happy Songs
0.392,0.405,0.51,0.0988,0.279,141.192,2,Upbeat Happy Songs
0.534,0.815,0.708,0.0,0.564,159.848,2,Upbeat Happy Songs
0.534,0.409,0.844,0.000656,0.243,127.357,2,Upbeat Happy Songs
0.534,0.547,0.498,0.0,0.423,158.006,2,Upbeat Happy Songs
0.659,0.683,0.513,4.93e-06,0.397,139.931,2,Upbeat Happy Songs
0.659,0.468,0.363,0.0,0.37,99.066,2,Upbeat Happy Songs
0.784,0.391,0.608,0.0,0.15,110.007,2,Upbeat Happy Songs
0.264,0.663,0.59,0.00443,0.249,167.078,2,Upbeat Happy Songs
0.389,0.256,0.88,2.69e-06,0.521,116.348,2,Upbeat Happy Songs
0.389,0.515,0.388,0.0,0.164,70.136,2,Upbeat Happy Songs
0.528,0.309,0.924,2.1e-06,0.307,133.83,2,Upbeat Happy Songs
0.653,0.452,0.838,7.73e-05,0.45,83.433,2,Upbeat Happy Songs
0.653,0.529,0.439,0.0,0.609,67.03,2,Upbeat Happy Songs
0.653,0.453,0.307,0.00101,0.0405,111.737,2,Upbeat Happy Songs
0.653,0.341,0.0481,3.51e-05,0.292,103.061,2,Upbeat Happy Songs
0.193,0.401,0.88,0.0,0.219,184.997,2,Upbeat Happy Songs
0.261,0.00606,0.981,0.928,0.229,72.798,2,Upbeat Happy Songs
0.261,0.302,0.769,2.57e-06,0.0883,81.418,2,Upbeat Happy Songs
0.386,0.452,0.417,0.0,0.287,169.837,2,Upbeat Happy Songs
0.386,0.682,0.643,0.0,0.489,172.257,2,Upbeat Happy Songs
0.386,0.562,0.175,9.17e-06,0.228,72.945,2,Upbeat Happy Songs
0.522,0.385,0.536,0.0,0.236,89.792,2,Upbeat Happy Songs
0.522,0.466,0.331,0.0,0.459,78.43,2,Upbeat Happy Songs
0.522,0.223,0.753,0.0,0.439,97.045,2,Upbeat Happy Songs
0.647,0.34,0.245,0.0,0.176,91.998,2,Upbeat Happy Songs
0.647,0.272,0.918,1.73e-05,0.339,150.044,2,Upbeat Happy Songs
0.647,0.309,0.778,7.31e-06,0.195,87.046,2,Upbeat Happy Songs
0.647,0.478,0.547,2.69e-05,0.333,135.877,2,Upbeat Happy Songs
0.647,0.49,0.676,0.0,0.298,132.336,2,Upbeat Happy Songs
0.383,0.263,0.858,0.0551,0.0875,85.84,2,Upbeat Happy Songs
0.516,0.533,0.684,0.0,0.175,76.325,2,Upbeat Happy Songs
0.516,0.451,0.78,0.0,0.218,70.266,2,Upbeat Happy Songs
0.516,0.311,0.835,0.0,0.481,141.83,2,Upbeat Happy Songs
0.516,0.342,0.832,0.579,0.167,128.378,2,Upbeat Happy Songs
0.516,0.342,0.55,0.0,0.0993,102.819,2,Upbeat Happy Songs
0.516,0.322,0.473,0.00194,0.261,148.005,2,Upbeat Happy Songs
0.641,0.601,0.508,9.33e-06,0.553,104.984,2,Upbeat Happy Songs
0.641,0.659,0.541,6.02e-06,0.628,116.148,2,Upbeat Happy Songs
0.641,0.451,0.507,1.71e-06,0.612,179.967,2,Upbeat Happy Songs
0.641,0.559,0.404,0.00402,0.523,144.982,2,Upbeat Happy Songs
0.641,0.598,0.381,0.0,0.285,131.459,2,Upbeat Happy Songs
0.641,0.579,0.479,9.58e-05,0.421,145.995,2,Upbeat Happy Songs
0.641,0.324,0.698,0.0,0.273,110.184,2,Upbeat Happy Songs
0.766,0.295,0.947,4.44e-05,0.805,136.016,2,Upbeat Happy Songs
0.766,0.283,0.111,0.0172,0.144,97.04,2,Upbeat Happy Songs
0.766,0.234,0.332,0.00156,0.256,96.882,2,Upbeat Happy Songs
0.19,0.265,0.863,0.0,0.101,79.012,2,Upbeat Happy Songs
0.38,0.454,0.755,0.623,0.288,77.594,2,Upbeat Happy Songs
0.38,0.339,0.691,0.0,0.0849,100.607,2,Upbeat Happy Songs
0.38,0.443,0.479,3.03e-06,0.281,63.122,2,Upbeat Happy Songs
0.51,0.348,0.295,2.47e-05,0.159,77.041,2,Upbeat Happy Songs
0.51,0.398,0.362,0.00139,0.261,156.08,2,Upbeat Happy Songs
0.635,0.114,0.819,6.35e-06,0.0998,72.401,2,Upbeat Happy Songs
0.635,0.6,0.59,0.000198,0.516,97.983,2,Upbeat Happy Songs
0.635,0.324,0.165,4.18e-06,0.0741,117.863,2,Upbeat Happy Songs
0.635,0.518,0.463,0.0,0.513,124.044,2,Upbeat Happy Songs
0.76,0.303,0.238,8.09e-06,0.15,99.991,2,Upbeat Happy Songs
0.377,0.395,0.61,0.0,0.221,133.296,2,Upbeat Happy Songs
0.377,0.33,0.861,0.0,0.574,84.624,2,Upbeat Happy Songs
0.377,0.513,0.421,0.0,0.122,75.955,2,Upbeat Happy Songs
0.377,0.374,0.859,0.0,0.188,136.124,2,Upbeat Happy Songs
0.377,0.446,0.141,0.0,0.564,85.334,2,Upbeat Happy Songs
0.504,0.655,0.604,0.00193,0.262,99.982,2,Upbeat Happy Songs
0.504,0.371,0.71,0.0,0.524,133.658,2,Upbeat Happy Songs
0.504,0.354,0.778,0.00135,0.341,92.924,2,Upbeat Happy Songs
0.504,0.624,0.476,0.0,0.333,94.522,2,Upbeat Happy Songs
0.504,0.556,0.288,0.000246,0.276,81.008,2,Upbeat Happy Songs
0.504,0.308,0.868,0.135,0.121,113.95,2,Upbeat Happy Songs
0.504,0.378,0.728,0.313,0.849,145.685,2,Upbeat Happy Songs
0.504,0.386,0.502,1.53e-05,0.281,192.004,2,Upbeat Happy Songs
0.629,0.33,0.743,0.0,0.463,105.146,2,Upbeat Happy Songs
0.629,0.606,0.484,0.0001,0.288,115.275,2,Upbeat Happy Songs
0.629,0.445,0.77,2.92e-06,0.209,94.103,2,Upbeat Happy Songs
0.629,0.226,0.874,0.0,0.339,91.025,2,Upbeat Happy Songs
0.629,0.464,0.75,0.0,0.523,156.051,2,Upbeat Happy Songs
0.629,0.174,0.616,0.0,0.305,134.295,2,Upbeat Happy Songs
0.629,0.159,0.883,0.0,0.642,142.157,2,Upbeat Happy Songs
0.629,0.545,0.719,0.00308,0.194,108.376,2,Upbeat Happy Songs
0.754,0.376,0.404,0.0,0.556,95.018,2,Upbeat Happy Songs
0.754,0.424,0.643,0.0,0.806,119.705,2,Upbeat Happy Songs
0.754,0.492,0.498,0.0,0.653,87.011,2,Upbeat Happy Songs
0.754,0.631,0.552,0.0,0.432,94.577,2,Upbeat Happy Songs
0.879,0.574,0.519,8.76e-06,0.346,144.911,2,Upbeat Happy Songs
0.374,0.448,0.789,0.0,0.386,114.108,2,Upbeat Happy Songs
0.499,0.352,0.842,0.0,0.473,166.028,2,Upbeat Happy Songs
0.499,0.462,0.801,0.0,0.599,127.698,2,Upbeat Happy Songs
0.499,0.619,0.571,4.82e-06,0.514,86.185,2,Upbeat Happy Songs
0.623,0.279,0.661,0.0,0.38,116.04,2,Upbeat Happy Songs
0.623,0.59,0.646,0.0,0.578,137.073,2,Upbeat Happy Songs
0.623,0.473,0.626,0.0,0.138,84.066,2,Upbeat Happy Songs
0.623,0.389,0.155,0.0,0.489,79.454,2,Upbeat Happy Songs
0.623,0.607,0.426,0.0,0.263,84.982,2,Upbeat Happy Songs
0.748,0.547,0.641,0.0,0.495,142.1,2,Upbeat Happy Songs
0.496,0.602,0.334,0.00356,0.398,75.519,2,Upbeat Happy Songs
0.496,0.397,0.463,6.54e-06,0.611,160.021,2,Upbeat Happy Songs
0.617,0.453,0.248,0.0,0.252,133.958,2,Upbeat Happy Songs
0.617,0.465,0.465,0.000309,0.224,130.848,2,Upbeat Happy Songs
0.617,0.468,0.65,0.0,0.333,119.921,2,Upbeat Happy Songs
0.617,0.378,0.428,9.16e-05,0.22,141.967,2,Upbeat Happy Songs
0.617,0.504,0.354,3.1e-06,0.197,77.988,2,Upbeat Happy Songs
0.617,0.439,0.424,0.0,0.242,139.979,2,Upbeat Happy Songs
0.617,0.627,0.789,1.72e-06,0.351,112.096,2,Upbeat Happy Songs
0.742,0.52,0.254,0.0,0.135,123.897,2,Upbeat Happy Songs
0.742,0.363,0.671,1.41e-06,0.352,130.922,2,Upbeat Happy Songs
0.368,0.321,0.769,0.0,0.0673,139.001,2,Upbeat Happy Songs
0.368,0.319,0.669,0.798,0.146,112.998,2,Upbeat Happy Songs
0.493,0.643,0.512,2.43e-05,0.3,144.704,2,Upbeat Happy Songs
0.493,0.362,0.738,0.0,0.65,129.657,2,Upbeat Happy Songs
0.493,0.37,0.731,0.0,0.23,123.134,2,Upbeat Happy Songs
0.611,0.134,0.92,0.908,0.59,82.987,2,Upbeat Happy Songs
0.611,0.459,0.614,0.0,0.177,148.28,2,Upbeat Happy Songs
0.611,0.319,0.815,0.0151,0.176,124.92,2,Upbeat Happy Songs
0.611,0.27,0.879,0.0,0.61,129.222,2,Upbeat Happy Songs
0.736,0.458,0.441,0.0,0.65,98.977,2,Upbeat Happy Songs
0.736,0.449,0.33,0.000162,0.326,80.126,2,Upbeat Happy Songs
0.365,0.277,0.541,2.87e-05,0.2,173.264,2,Upbeat Happy Songs
0.49,0.245,0.912,0.0,0.31,102.724,2,Upbeat Happy Songs
0.605,0.529,0.634,0.0115,0.663,147.266,2,Upbeat Happy Songs
0.605,0.488,0.696,0.0,0.354,119.966,2,Upbeat Happy Songs
0.605,0.386,0.553,0.0,0.148,132.885,2,Upbeat Happy Songs
0.605,0.619,0.423,0.313,0.578,133.074,2,Upbeat Happy Songs
0.605,0.629,0.437,0.0,0.308,99.894,2,Upbeat Happy Songs
0.73,0.576,0.354,3.59e-05,0.155,92.131,2,Upbeat Happy Songs
0.73,0.468,0.711,5e-06,0.6,74.044,2,Upbeat Happy Songs
0.855,0.423,0.724,0.469,0.572,120.02,2,Upbeat Happy Songs
0.362,0.54,0.338,0.0,0.3,78.007,2,Upbeat Happy Songs
0.487,0.534,0.36,0.0,0.173,131.798,2,Upbeat Happy Songs
0.487,0.458,0.552,0.0257,0.207,115.989,2,Upbeat Happy Songs
0.487,0.478,0.704,0.0,0.288,137.799,2,Upbeat Happy Songs
0.487,0.49,0.554,0.0,0.325,141.389,2,Upbeat Happy Songs
0.487,0.668,0.346,4.56e-05,0.184,90.083,2,Upbeat Happy Songs
0.599,0.38,0.642,0.0,0.467,81.051,2,Upbeat Happy Songs
0.599,0.448,0.163,0.0,0.168,95.05,2,Upbeat Happy Songs
0.599,0.128,0.974,0.121,0.367,159.679,2,Upbeat Happy Songs
0.599,0.47,0.38,0.0,0.298,127.177,2,Upbeat Happy Songs
0.724,0.418,0.459,0.0,0.696,132.159,2,Upbeat Happy Songs
0.724,0.416,0.363,0.0,0.582,151.181,2,Upbeat Happy Songs
0.724,0.5,0.41,0.0,0.317,97.694,2,Upbeat Happy Songs
0.724,0.531,0.225,0.0,0.141,89.901,2,Upbeat Happy Songs
0.724,0.276,0.76,0.0,0.718,112.874,2,Upbeat Happy Songs
0.849,0.48,0.612,0.269,0.677,142.021,2,Upbeat Happy Songs
0.359,0.518,0.665,0.0,0.135,76.572,2,Upbeat Happy Songs
0.359,0.543,0.492,1.58e-05,0.453,68.534,2,Upbeat Happy Songs
0.359,0.394,0.754,0.0,0.132,176.799,2,Upbeat Happy Songs
0.484,0.439,0.556,0.0,0.157,69.945,2,Upbeat Happy Songs
0.484,0.299,0.483,0.000112,0.232,139.87,2,Upbeat Happy Songs
0.484,0.368,0.74,3.82e-05,0.142,92.923,2,Upbeat Happy Songs
0.484,0.463,0.0677,0.598,0.247,77.009,2,Upbeat Happy Songs
0.484,0.261,0.664,1.09e-05,0.215,78.015,2,Upbeat Happy Songs
0.484,0.457,0.649,0.477,0.17,116.9,2,Upbeat Happy Songs
0.484,0.601,0.583,0.0,0.631,165.551,2,Upbeat Happy Songs
0.484,0.731,0.431,0.0,0.51,101.654,2,Upbeat Happy Songs
0.593,0.377,0.6,0.0,0.502,95.939,2,Upbeat Happy Songs
0.593,0.217,0.936,0.0,0.365,107.918,2,Upbeat Happy Songs
0.593,0.41,0.886,0.0993,0.201,122.584,2,Upbeat Happy Songs
0.593,0.34,0.0895,2.65e-06,0.423,99.905,2,Upbeat Happy Songs
0.593,0.397,0.684,7.44e-06,0.32,76.703,2,Upbeat Happy Songs
0.593,0.0668,0.949,1.31e-05,0.19,102.456,2,Upbeat Happy Songs
0.593,0.559,0.525,0.00133,0.0729,139.982,2,Upbeat Happy Songs
0.718,0.675,0.532,0.0,0.389,145.056,2,Upbeat Happy Songs
0.718,0.319,0.965,0.00036,0.639,109.994,2,Upbeat Happy Songs
0.718,0.583,0.623,0.000681,0.422,119.971,2,Upbeat Happy Songs
0.843,0.49,0.271,0.0,0.192,91.935,2,Upbeat Happy Songs
0.356,0.176,0.843,0.0,0.289,170.425,2,Upbeat Happy Songs
0.481,0.285,0.9,0.0,0.316,130.021,2,Upbeat Happy Songs
0.481,0.508,0.216,0.000175,0.268,86.013,2,Upbeat Happy Songs
0.481,0.362,0.237,0.0,0.639,83.605,2,Upbeat Happy Songs
0.481,0.422,0.243,2.07e-06,0.274,98.89,2,Upbeat Happy Songs
0.481,0.406,0.864,0.000315,0.741,91.589,2,Upbeat Happy Songs
0.481,0.493,0.391,0.0,0.355,135.825,2,Upbeat Happy Songs
0.587,0.35,0.74,0.0,0.17,74.479,2,Upbeat Happy Songs
0.587,0.647,0.619,0.0,0.686,90.123,2,Upbeat Happy Songs
0.587,0.447,0.698,0.0,0.315,124.669,2,Upbeat Happy Songs
0.587,0.587,0.806,0.0,0.514,139.963,2,Upbeat Happy Songs
0.587,0.229,0.92,0.0,0.379,75.67,2,Upbeat Happy Songs
0.587,0.559,0.399,6.69e-06,0.19,92.036,2,Upbeat Happy Songs
0.712,0.374,0.795,0.0,0.779,133.952,2,Upbeat Happy Songs
0.712,0.51,0.446,2.46e-05,0.268,122.964,2,Upbeat Happy Songs
0.712,0.262,0.295,0.0,0.321,133.903,2,Upbeat Happy Songs
0.837,0.42,0.177,0.0,0.143,123.157,2,Upbeat Happy Songs
0.353,0.446,0.95,1.35e-05,0.211,155.476,2,Upbeat Happy Songs
0.478,0.341,0.897,0.0,0.474,143.736,2,Upbeat Happy Songs
0.478,0.537,0.248,0.0,0.384,82.902,2,Upbeat Happy Songs
0.581,0.49,0.367,7.6e-06,0.454,82.887,2,Upbeat Happy Songs
0.581,0.197,0.88,0.0,0.349,130.367,2,Upbeat Happy Songs
0.581,0.459,0.436,0.0,0.531,180.221,2,Upbeat Happy Songs
0.581,0.652,0.439,0.0,0.358,90.634,2,Upbeat Happy Songs
0.581,0.438,0.769,2.94e-05,0.331,82.005,2,Upbeat Happy Songs
