track_id,genres
36gOOIQaBwXZVKL5z2vC3Z,hip pop
1srGZiB4G4At62z2Z8wYL9,"p funk, new jack swing, soul, funk, classic soul, popping, chicano rap, post-disco, synth funk, latin hip hop, quiet storm"
0rBzABScu9c6D1Juislm2z,"dirty south rap, atl hip hop, old school atlanta hip hop"
4Oany7rm9uIi7TLlaBjouD,"rap, dance pop, hip hop, southern hip hop, dirty south rap, pop rap, contemporary r&b, atl hip hop, hip pop, r&b, urban contemporary, old school atlanta hip hop, trap"
3Qz8njv1D4lC4AxLw1LYhz,"dance pop, dirty south rap, pop, hip pop, atl hip hop, r&b, urban contemporary, old school atlanta hip hop"
0NC8RcLp8ibhwsvUDn7wW1,"pixel, meme, antiviral pop"
6p8R2eD9v5PeoNqSLVD4JX,
5a4AQWs84xeEyYUd1iC2Pn,
7cVmKBwzPsh4Fmb6SplfEm,
4o568kdkDntTDuQTJfMIxa,
6SU296AJq3nNnVbJiWi5XV,
2Y1ODFmtvtUbD9pylcxq6y,
4wRJHXHDJnKSPr9IVn0BFR,"rap, melodic rap, baton rouge rap, atl hip hop, trap"
2IHdMccpnU0PGHGltqM2Sq,"rap, southern hip hop, hip hop, melodic rap, atl hip hop, trap"
5CJ3DQPUmrtI2lqRjPk4K6,"rap, permanent wave, melodic rap, rock, atl hip hop, trap"
2nBI3iWLhupR7LyAJ5GGkE,"rap, southern hip hop, hip hop, detroit hip hop, tennessee hip hop, viral trap, dirty south rap, gangster rap, pop rap, melodic rap, memphis hip hop, slap house, atl hip hop, r&b, chicago rap, trap"
1gta5fLTR1VhUMwwGxP6vA,"rap, southern hip hop, hip hop, philly rap, pop rap, melodic rap, atl hip hop, trap"
3a1lNhkSLSkpJE4MSHpDu9,"rap, melodic rap, dfw rap, pop, atl hip hop, trap"
39pS70eeDvyCAF3t8NAlVV,"rap, southern hip hop, hip hop, dirty south rap, pop rap, melodic rap, atl hip hop, trap"
2bjwRfXMk4uRgOD9IBYl9h,"rap, hip hop, canadian pop, pop rap, melodic rap, slap house, atl hip hop, canadian hip hop, trap"
29JrmE89KgRyCxBIzq2Ocw,"rap, melodic rap, pop, atl hip hop, trap"
4TsTyEmNd6EoGV6jaNIO3e,"pop dance, dance pop, rap, moombahton, electro house, edm, melodic rap, slap house, pop, atl hip hop, trap"
4xBjsLUSjcx2h7PcRikpQp,"rap, dance pop, melodic rap, pop, atl hip hop, trap"
4vVjPTApwXZwB2H3mBq3ml,"rap, melodic rap, atl hip hop, trap"
0tdCy39PgWN8LFWu34ORn3,"rap, hip hop, pop rap, melodic rap, atl hip hop, trap"
4vwfOiyWxXeEdx4ejAJgdx,"rap, melodic rap, slap house, atl hip hop, trap"
7J6bnDDitOwfelaJNixHhL,"rap, melodic rap, slap house, atl hip hop, trap"
3wdfLVUhmX64lIyWIIEW8s,"rap, melodic rap, atl hip hop, trap"
6urLjX35oXXRYtcH1b3dCh,"rap, hip hop, pop rap, melodic rap, slap house, atl hip hop, trap"
5vuiHi3QYbwcm1OKJOYnrf,"rap, melodic rap, slap house, atl hip hop, trap"
7g7raxdQpiLZT7aOlib4S1,"rap, melodic rap, slap house, atl hip hop, trap"
7foypmc7KZyU716Yv63BPe,"rap, melodic rap, slap house, atl hip hop, trap"
5S1IUPueD0xE0vj4zU3nSf,"rap, southern hip hop, hip hop, canadian pop, pop rap, melodic rap, atl hip hop, canadian hip hop, trap"
33tNYw9oMtSkGe27NpgS64,"rap, melodic rap, atl hip hop, trap"
6Q36XucqrejMId3RydVhch,"rap, melodic rap, atl hip hop, trap"
0JYAsQJWIuaYUvZGF1qapT,"rap, melodic rap, slap house, atl hip hop, trap"
7pVzUPjJ83QojsVcOthmxP,"rap, melodic rap, atl hip hop, trap"
2GUqTtPFCo1KG56OfGQyUv,"rap, southern hip hop, hip hop, dirty south rap, pop rap, melodic rap, memphis hip hop, dfw rap, atl hip hop, trap"
6SPgp2qK3fb4wPX1SldrNf,"rap, hip hop, pop rap, melodic rap, atl hip hop, trap"
4umIPjkehX1r7uhmGvXiSV,"rap, canadian pop, melodic rap, pop, atl hip hop, trap"
7rSnKi58HPIVC0FVyh04Q1,"rap, hip hop, melodic rap, atl hip hop, brooklyn drill, trap"
5gNOINI5dXZVom2b36LMOd,"rap, hip hop, pop rap, melodic rap, north carolina hip hop, atl hip hop, trap"
6O7fPYTsb2mY0PiFt2ymDB,"rap, hip hop, melodic rap, atl hip hop, brooklyn drill, trap"
2FhEj9lvEIaJihjFprRrGt,"rap, southern hip hop, hip hop, melodic rap, atl hip hop, brooklyn drill, trap"
1vscizuuPwkwC1cc5N5KQV,modern country pop
5CRb9xYNWfjV6yy4jS74zC,
73xjJ1TIE6WP3HNKczQE4F,"cali rap, rap, pop rap, trap"
0dSIrRkA4PadGll16TgbnV,"rap, hip hop, drill, east coast hip hop, chicago rap, trap"
5PTG6rrL6EPFD9E2QMI2pl,"rap, drill, chicago rap, trap"
07rhyW77lp2bGv8EQoZy6k,musical advocacy
1ONo2x3Lv4vhWoEd5A7U4q,hip pop
5fy0FmftBG7KZK7PxyE4kU,"southern hip hop, dirty south rap, atl hip hop, crunk, hip pop, old school atlanta hip hop, trap"
15YtixaZ1VgE3fPfXahlzD,contemporary r&b
4NCcEcogAZM6LgIptOpY2d,"pop dance, progressive electro house, australian dance, electro house, progressive house, edm, alternative dance, dutch house, house, electra, nu disco, indie poptimism"
11ozIUBoXAgRTVWelDn4pL,"uk pop, pop, metropopolis, indietronica"
7C7yqFTM0ncyJ04GIKrxdV,"uk pop, pop, metropopolis, indietronica"
05SBRd4fXgn8FX7bf8BCAE,"dance pop, electro house, uk dance, progressive house, edm, indietronica, metropopolis, pop, uk pop, house"
0xMd5bcWTbyXS7wPrBtZA6,"uk pop, pop, metropopolis, indietronica"
1a0BdV0rApAOX1nGOCxeSa,"uk pop, pop, metropopolis, indietronica"
1XbC2PUR09MlgmpVbLgF4L,"uk pop, pop, metropopolis, indietronica"
7MmG8p0F9N3C4AXdK6o6Eb,"dance pop, electro house, uk dance, progressive house, edm, indietronica, metropopolis, pop, uk pop, house"
3zHq9ouUJQFQRf3cm1rRLu,"uk pop, pop, metropopolis, indietronica"
5a7NdkF09AfD0H607eiOkX,"uk pop, pop, metropopolis, indietronica"
3Q6T5Xwf39j9HTQwUZERMT,"pop dance, dance pop, moombahton, electro house, indietronica, metropopolis, edm, lovers rock, dancehall, pop, uk pop"
6Wytqpe4mfmyeT8s1xbczG,"uk pop, pop, metropopolis, indietronica"
2Gl0FzuLxflY6nPifJp5Dr,"pop dance, metropopolis, indietronica, edm, pop, uk pop, tropical house"
2GjMaJ7DacMIkgoe8oMXGg,"pop dance, dance pop, rap, moombahton, metropopolis, indietronica, electro house, edm, melodic rap, pop, uk pop, trap"
15og0pCEcTFWEXOFKdcJlU,"rap, metropopolis, indietronica, melodic rap, pop, uk pop, chicago rap"
5ugzDiilhy6ILKmKfhEzd7,"electronic rock, alternative metal, alternative rock, post-grunge, rock, nu metal, industrial, cyberpunk, industrial rock, grunge, industrial metal"
0m1DJ5Jkv3kdnGrcZsJFmC,"electronic rock, alternative metal, alternative rock, post-grunge, rock, nu metal, industrial, cyberpunk, industrial rock, grunge, industrial metal"
0ypg59NyOVCpWVzd0SUsT5,"electronic rock, alternative metal, alternative rock, post-grunge, rock, nu metal, industrial, cyberpunk, industrial rock, grunge, industrial metal"
6iuRL2eQNTNQ2trVdbBYsE,"electronic rock, alternative metal, alternative rock, post-grunge, rock, nu metal, industrial, cyberpunk, industrial rock, grunge, industrial metal"
4MR9iW77LJoPPDjwAYbIZZ,"alternative metal, alternative rock, post-grunge, rock, hard rock, grunge"
4CMrdHWqic0usIZfTrKoI3,"rap, rap latina, r&b"
1migZXJuB0tB2pFucCtEm5,"contemporary country, country road, country"
5dPSCeB8Ly3RxNLme5bomi,"contemporary country, country road, country"
3e41nkMyqcAwaQCXJVj87G,"contemporary country, country road, country"
550bzTUwGQIhotK33gVvEg,"contemporary country, country road, country"
2YWVrRgUlnOGW2MKEU4PLv,"contemporary country, country road, country"
7hAUQNn3k9QZFjtqnWzq8b,"contemporary country, country road, country"
3EZzghqykkfOB0Z8d0kTSt,"contemporary country, country road, country"
56LfnhlS3xvjtCpXWOxleW,"contemporary country, country road, country"
09tPoGJSkHpfxfkBSDSUsV,"contemporary country, country road, country"
6PToEvKwt5ZbRjgvQkgmJe,"contemporary country, country road, country"
4Nq1QHikz6FqwXD8k2WDFK,"contemporary country, country road, country"
3s5J9EMC6T3ILzUO98Ovho,"modern country pop, contemporary country, country road, country"
4RBL1O2KXydgUhZrslOsn5,"contemporary country, country road, country"
1mLStmTgqH0nBzds3S4jkJ,"contemporary country, country road, country"
1BMhbPsW66IXqksKC8jrCf,"contemporary country, country road, country"
7dP5CWoAZlHVBzNAsSxYP1,"contemporary country, country road, country"
3XREqhLzypw6NzrFg1RMsr,"contemporary country, country road, country"
2whdkf4NsAloiUJ9ISRVDM,"contemporary country, country road, country"
76fUOrKOcUnAceODDPBidy,"contemporary country, country road, country"
4xvMOj9QANlmQ7If03em5Q,"contemporary country, country road, country"
226le7T3p82reYWzsi9Hsz,"contemporary country, country road, country"
20I8RduZC2PWMWTDCZuuAN,"alternative rock, rock, modern rock, dance rock, scottish rock, indie rock"
6WrnSlcN0dzTO80mVVbBto,"alternative rock, rock, modern rock, dance rock, scottish rock, indie rock"
5jVExEArvISIYu8mamVgfV,"corrido, sierreno, corridos tumbados, musica mexicana, sad sierreno"
3NqBxTOMCJ3zW9CIP51td4,"sierreno, sad sierreno, corrido, corridos tumbados"
05tGmdz9dVZ4yGqz4YJdPK,"mariachi, ranchera, corridos tumbados, musica mexicana, sad sierreno"
2MnLkFqY9Rpg9s3Zv6ZJdK,"mariachi, mexican hip hop, ranchera, musica mexicana, rap conciencia"
4j4w4CXm6BSr0s25wAWrrX,"reggaeton, trap latino, latin hip hop, urbano latino"
4JQIGTLXz4oULctglUDpw6,"ghanaian hip hop, rap, alte, azontobeats, r&b, afropop, nigerian pop, afrobeats"
4KDNRh9Oor80z3XIxdWlui,"rap, hip hop, canadian pop, trap, gangster rap, pop rap, melodic rap, slap house, atl hip hop, canadian hip hop, atl trap"
40iJIUlhi6renaREYGeIDS,"rap, hip hop, canadian pop, pop rap, slap house, canadian hip hop"
6OrTKLtcF7EBayOV2QqkSK,"rap, southern hip hop, hip hop, trap, slap house, atl hip hop, atl trap"
3GdWfmQBiiJrDUvSZS1bGv,"rap, melodic rap, slap house, atl hip hop, canadian hip hop, atl trap, canadian trap, trap"
5unjCay0kUjuej5ebn4nS4,"rap, dance pop, slap house, pop"
4WuOWVnAqvEQxgSRrspBgt,"rap, slap house, hip hop, atl hip hop"
1pacwLXyRO47ka0v6LTIiY,"rap, slap house"
5wG3HvLhF6Y5KTGlK0IW3J,"rap, hip hop, trap, gangster rap, melodic rap, slap house, atl hip hop, atl trap"
0OoNzMdPSgbkM5MkcuEZfm,"rap, southern hip hop, hip hop, slap house, atl hip hop, trap"
6koKhrBBcExADvWuOgceNZ,"rap, slap house, pop, r&b"
4cRR0gVpcJgWoGOGdNTz1e,"rap, slap house, melodic rap, trap"
4Zsi5pyvmZBxvRg0KeDFMC,"rap, hip hop, trap, gangster rap, melodic rap, slap house, atl hip hop, atl trap"
2Hc1LaV6bzFil3dE71eORA,"rap, hip hop, philly rap, melodic rap, rage rap, slap house, trap"
5L3ecxQnQ9qTBmnLQiwf0C,"rap, canadian contemporary r&b, canadian pop, reggaeton, trap latino, slap house, pop, urbano latino"
0w6MsAolDujACKC4BeLBbC,"rap, hip hop, canadian pop, pop rap, slap house, canadian hip hop"
42VsgItocQwOQC3XWZ8JNA,"rap, rage rap, slap house, plugg, atl hip hop, pluggnb"
6wsqVwoiVH2kde4k4KKAFU,"rap, slap house"
0hL9gOw6XBWsygEUcVjxEc,"rap, slap house"
1PH2MDbcBAU094DlgTIND1,"rap, slap house"
0lodMO0qK83vfPiiD7FMEt,"rap, hip hop, new orleans rap, slap house, atl hip hop"
4kjI1gwQZRKNDkw1nI475M,"rap, slap house"
3KCNiDi9Pza6ZD8FggNoaw,"rap, slap house"
0OEe83mMZ5kaNw5uZQ7ilG,"rap, slap house, pop, r&b"
1i9lZvlaDdWDPyXEE95aiq,"rap, southern hip hop, hip hop, slap house, pop, atl hip hop, r&b, trap"
7LSpFCvRZZot2AlmkUzy9k,"rap, slap house"
04WxWo7XeVyx22xEsrWRUb,"rap, slap house"
0bkV1iQHSxBaksUqgEkcbc,"rap, hip hop, trap, gangster rap, melodic rap, slap house, atl hip hop, atl trap"
4GL9GMX9t7Qkprvf1YighZ,"rap, canadian contemporary r&b, canadian pop, melodic rap, slap house, pop, trap"
76gcXhY3Zv6wW0BTe9nHJo,"art pop, rap, hip hop, indie soul, indietronica, slap house, atl hip hop, uk alternative pop"
0a4SMs889NwP8oWI7Vemle,"rap, hip hop, ohio hip hop, pop rap, slap house"
2Gk6fi0dqt91NKvlzGsmm7,"rap, hip hop, pop rap, slap house, atl hip hop, trap"
2yUzr8Sr6ldG8vmHhZwTnz,"rap, hip hop, slap house, atl hip hop"
28drn6tQo95MRvO0jQEo5C,"rap, southern hip hop, hip hop, rage rap, slap house, plugg, atl hip hop, pluggnb, trap"
0hKtu53OlIFXVuYkZwcn3o,"rap, southern hip hop, hip hop, slap house, atl hip hop, trap"
4IFd7EVCyJsUHesBMXI8ju,"rap, southern hip hop, pop rap, slap house, cali rap, trap"
4b7vk8SRcYgnxpk0JOIS7r,"rap, slap house"
1wHZx0LgzFHyeIZkUydNXq,"rap, slap house"
0tPShxf8VJUH6RBDEP3tVB,"rap, pittsburgh rap, hip hop, southern hip hop, pop rap, slap house, trap"
4GXl8l1MfZPf2GvpyRPJBf,"rap, hip hop, trap, gangster rap, melodic rap, slap house, atl hip hop, atl trap"
6gBFPUFcJLzWGx4lenP6h2,"rap, slap house"
0ESJlaM8CE1jRWaNtwSNj8,"rap, slap house"
5Q6DJEgNTiN9xcOQzKmw9F,"rap, southern hip hop, hip hop, pop rap, slap house, atl hip hop, trap"
2cYqizR4lgvp4Qu6IQ3qGN,"rap, slap house"
2YTgFfLZS8IqnrBM6WGm9h,"rap, southern hip hop, hip hop, pop rap, slap house, atl hip hop, trap"
0q75NwOoFiARAVp4EXU4Bs,"rap, slap house, pop, r&b"
5WoaF1B5XIEnWfmb5NZikf,"rap, urban contemporary, slap house, r&b"
5u6vkDnOyaf8LsteDAj2ub,"rap, hip hop, pop rap, slap house, atl hip hop, trap"
3wAI7MIQtTgwcRmwchPZBc,"rap, southern hip hop, detroit hip hop, hip hop, pop rap, slap house, r&b, trap"
1pfwOQKJsRRBf6NdYO4Qog,"rap, slap house, melodic rap, trap"
2KokOIKdw4zZutDil85Ugh,"rap, southern hip hop, hip hop, detroit hip hop, pop rap, trap soul, slap house, atl hip hop, r&b, trap"
5cXg9IQS34FzLVdHhp7hu7,"rap, hip hop, west coast rap, slap house, conscious hip hop"
1oUudyBYVGMIC8JXeIsFzq,"rap, pop rap, melodic rap, slap house, mississippi hip hop, trap"
3DoBTwfr8yi2LN08SBpFkN,"rap, hip hop, philly rap, melodic rap, rage rap, slap house, chicago rap, trap"
6nO3tr47nr2P7f3hXb8JIo,"rap, melodic rap, slap house, canadian hip hop, canadian trap, trap"
2xLMifQCjDGFmkHkpNLD9h,"rap, slap house"
7wBJfHzpfI3032CSD7CE2m,"rap, slap house"
7KZ5MMVgBVox9ycroB2UrI,"rap, slap house"
7lAK3oHbfEnvUQWosrMMpR,"rap, slap house"
4SZepBIPDRwPaHIjAKwRDb,"rap, slap house"
1xYpVRspgaLxdJLOTQkTjg,"rap, slap house"
20MuVazoNMv6xjKPnRFOxG,"rap, slap house"
6OaVWaGfhXn70ZJfdVcabn,"rap, slap house"
11kDth1aKUEUMq9r1pqyds,"rap, slap house"
27a1mYSG5tYg7dmEjWBcmL,"rap, slap house"
6BJbOXDlgVAXSaq6wYFYT2,"rap, slap house"
4KYS9GK68yeuUJ8vJfPxrq,"rap, slap house"
6NMtzpDQBTOfJwMzgMX0zl,"rap, slap house"
4MXhiYIRDMGAuvZc5IFTwC,"rap, slap house"
58TaFP5j5i9swOf584yon2,"rap, slap house"
6vnfObZ4Ys70SBAtti1xZ9,"rap, slap house"
0CBQ0m3mufWH75LTYB3s6h,"rap, hip hop, new orleans rap, pop rap, slap house, trap"
0BkvZes677Mcp5WVUQjRxD,"rap, hip hop, pop rap, melodic rap, florida rap, trap latino, slap house, miami hip hop, atl hip hop, florida drill, trap"
22ykS8KWpd2r4zcRZ0XMK5,"rap, slap house, melodic rap, trap"
42k9e2hgl98IdgkXLg4pxs,"rap, hip hop, melodic rap, florida rap, trap latino, slap house, miami hip hop, atl hip hop, florida drill, trap"
4RGacGFT2ztXhGgzeaYzIR,"rap, hip hop, trap, gangster rap, melodic rap, slap house, atl hip hop, atl trap"
3WRIaWsws011vHMd9uzPjG,"rap, southern hip hop, hip hop, slap house, atl hip hop, trap"
3KEMjT3QVfKIl4E9DIcrmF,
7pMRoGLEJuFM2wl5pt0R99,
2EGtBS7Ws3ajiSkJLviFJ4,
4cbdPT6uaBOgOQe3fLMofl,
3s4mrPrEFFPF0LmAfutW0n,
1DhRbox3xkceP64k3JeYfW,
7CZyCXKG6d5ALeq41sLzbw,
3eekarcy7kvN4yt5ZFzltW,
6gi6y1xwmVszDWkUqab1qw,
4AO1XhrgJczQ9bNVxdfKQe,
40mjsnRjCpycdUw3xhS20g,
6ZelF5APDN5r6XnFqcnvWR,
7IMwEtpAiJanqF6vQteZN2,
39Yp9wwQiSRIDOvrVg7mbk,
6lp18gsiq2Q4pptuLC6pXv,"rap, melodic rap, slap house, atl hip hop, trap"
4w47S36wQGBhGg073q3nt7,"rap, r&b en espanol, slap house, pop"
7mEUjhl6aTztdHCrxoTgBG,"rap, hip hop, slap house, chicago rap"
551xyaSJsg8hILXFq9JdST,"rap, slap house"
6SMzo4USUmfyLc1Balfaut,"rap, southern hip hop, detroit hip hop, hip hop, pop rap, slap house, r&b, trap"
7uZqvqXzzYMKrexKxdcGmd,"rap, hip hop, trap, gangster rap, pop rap, melodic rap, slap house, atl hip hop, atl trap"
6c5wQFfJApRMooKE7UQnlH,"rap, hip hop, slap house"
4lUmnwRybYH7mMzf16xB0y,"rap, hip hop, pop rap, drill, chicago drill, slap house, atl hip hop, atl trap, chicago rap, trap"
25r6MZ4Gtd76l43qnZI1DG,"rap, slap house"
4R67rQNSbbsR4TdUVOIdez,"rap, slap house"
08F16baYbciTva9P4BvpiI,"rap, slap house"
39sDitIeCMrVX2QyXHY46t,pov: indie
0kQTioPt53cX2uUk3POlxe,
6KCOOKsDFfGEiwWZZlEI6O,"rap, hip hop, gangster rap, pop rap, contemporary r&b, hip pop, r&b, urban contemporary, trap"
7K4Aq4awgYvDKEJdEvvl4j,"g funk, rap, hardcore hip hop, hip hop, west coast rap, gangster rap, pop rap, urban contemporary, trap"
6h7PQQIUQSNSAWqRe98MBU,"rap, dance pop, hip hop, gangster rap, pop rap, contemporary r&b, hip pop, atl hip hop, r&b, urban contemporary, east coast hip hop, trap"
6lrRIfQDcikJ5y5DtyZPuJ,"rap, hip hop, gangster rap, pop rap, contemporary r&b, hip pop, r&b, urban contemporary, trap"
64IrqnZBUoCFmF8BXGOHnK,"rap, hip hop, gangster rap, pop rap, contemporary r&b, hip pop, r&b, urban contemporary, trap"
0yHConG49418wPs8UfAt44,"rap, hip hop, canadian pop, gangster rap, pop rap, contemporary r&b, hip pop, r&b, urban contemporary, trap"
0kJOVEXI6rvYKdNOYCt2Xp,"rap, hip hop, gangster rap, pop rap, urban contemporary, contemporary r&b, hip pop, r&b, boy band, trap"
7fuoqve1SOEBmhc2PoQTF0,"rap, hip hop, gangster rap, pop rap, urban contemporary, trap"
4lNrlPtaAKIOZVAdnVpnzR,"rap, hip hop, gangster rap, pop rap, urban contemporary, trap"
0YkJU6TjjwzsVXUPRIO0DB,"rap, dance pop, hip hop, gangster rap, pop rap, pop, r&b, urban contemporary, trap"
2FSQYGTyk8GTIaiRyAWu74,"rap, dance pop, hip hop, southern hip hop, gangster rap, pop rap, r&b, urban contemporary, trap"
7fxzl4qyZBDnLkcsfire2j,"rap, hip hop, new orleans rap, gangster rap, pop rap, nyc rap, harlem hip hop, hip pop, urban contemporary, trap"
2fQ6sBFWaLv2Gxos4igHLy,"rap, southern hip hop, dance pop, hip hop, gangster rap, pop rap, r&b, urban contemporary, trap"
4wHJZ8niEWCs13M7JgLDRR,"rap, dance pop, southern hip hop, hip hop, gangster rap, pop rap, contemporary r&b, pop, hip pop, r&b, urban contemporary, trap"
6c0GmyBsE7mQtrVvxJaWc3,"rap, southern hip hop, hip hop, dirty south rap, gangster rap, pop rap, hip pop, r&b, urban contemporary, trap"
5I6YA7oHtraxwWQzzCugDt,"rap, hip hop, gangster rap, pop rap, urban contemporary, trap"
6NRnQf2OAVTWVV9joDKqzZ,"rap, southern hip hop, hip hop, pittsburgh rap, dirty south rap, futuristic swag, philly rap, gangster rap, pop rap, atl hip hop, urban contemporary, trap"
3dTwLV3pAQ3OhEKPVG42fx,"rap, hip hop, gangster rap, pop rap, r&b, urban contemporary, trap"
2tnlNVAhuQGgoFJxALVeXx,"rap, southern hip hop, hip hop, philly rap, pop rap, reggaeton, gangster rap, trap boricua, trap latino, urban contemporary, reggaeton flow, urbano latino, trap"
0oo5zVjH4CyTsm5FctRlnL,"dance pop, movie tunes, pop, post-teen pop"
0pVckwSpyc30WvDUffQLk3,"dance pop, movie tunes, pop, post-teen pop"
7t2bFihaDvhIrd2gn2CWJO,"pittsburgh rap, southern hip hop, hip hop, rap, canadian contemporary r&b, canadian pop, pop rap, trap soul, pop, r&b, cali rap, trap"
3j84U36KvLeXNDPv4t5pI8,"rap, southern hip hop, hip hop, pop rap, atl hip hop, cali rap, trap"
2zjGJ0dChMR0KxBZS15aqo,"rap, southern hip hop, pop rap, melodic rap, rage rap, plugg, atl hip hop, canadian hip hop, cali rap, pluggnb, canadian trap, trap"
3QzAOrNlsabgbMwlZt7TAY,"rap, southern hip hop, pop rap, melodic rap, cali rap, trap"
07KXEDMj78x68D884wgVEm,"rap, southern hip hop, pop rap, melodic rap, cali rap, trap"
7xJqJxiM5f0BZQLWCbOuWz,"rap, southern hip hop, australian hip hop, pop rap, cali rap, trap"
6zy6JNfrc4ve2M6xmhadLV,talent show
5yc59J3MR3tVDPTOgwgRI5,"chamber pop, alternative rock, indietronica, modern rock, seattle indie, modern alternative rock, washington indie, indie rock"
77vYwoC7e3pVoPq8BA9CuL,"chamber pop, alternative rock, indietronica, modern rock, seattle indie, modern alternative rock, washington indie, indie rock"
67xBtV07CC73eFw7z5oCvU,"rap, chamber pop, hip hop, alternative rock, indietronica, indie rock, pop rap, modern rock, seattle indie, modern alternative rock, conscious hip hop, washington indie, chicago rap, trap"
5Ykc3Wr4L4wef5QDdaaxM7,"modern country pop, contemporary country, texas country, classic texas country"
6Qpfsw8OS5HW5XxgmXYLWS,"modern country pop, contemporary country, texas country, classic texas country"
09hVlIVHtEE1nLUv6YGZiW,"modern country pop, contemporary country, texas country, classic texas country"
7nINhyXn6uwUkYLY5KQH0K,"modern country pop, contemporary country, texas country, classic texas country"
3SnXIPWciHwAS04oKdPC0l,hollywood
7vu0JkJh0ldukEYbTVcqd0,pop
0Ult84lvFuqNvbyXwyRQ58,"uk funky, pop, uk dance"
4pWb8UZ6IPVJA3CPjCNgzq,"contemporary country, country road, pop, country"
77MdvMx9L4ZQuLhhn3o21h,"alt z, pop, singer-songwriter pop, canadian contemporary r&b"
4V2F0DZrAXOWq9hkwMMG3x,"dance pop, pop rap, urban contemporary, r&b, neo soul"
6bTORCskFVRlnHXbVgnKEe,"dance pop, pop rap, urban contemporary, r&b, neo soul"
1zy9PC4hGrVtCU7LoMOIqH,"dance pop, pop rap, urban contemporary, r&b, neo soul"
6MmxDAqXSxFS9dLQs1l7DT,"dance pop, pop rap, urban contemporary, r&b, neo soul"
0n4bITAu0Y0nigrz3MFJMb,"rap, dance pop, hip hop, southern hip hop, dirty south rap, gangster rap, pop rap, urban contemporary, pop, atl hip hop, r&b, neo soul, trap"
5zDQlhcJ5KOoXeSMGwiuJY,"rap, dance pop, hip hop, west coast rap, pop rap, urban contemporary, r&b, conscious hip hop, neo soul"
231O3DltLcwtgIKoNbMkrt,"dance pop, pop rap, urban contemporary, r&b, neo soul"
2S5LNtRVRPbXk01yRQ14sZ,"dance pop, pop rap, urban contemporary, pop, miami hip hop, r&b, neo soul"
65i1UPsUtPlEVzewEZR6sY,"candy pop, girl group, norwegian pop"
0DAVCurdi9ZqkVUKIuikzm,"contemporary country, country road, country"
7aNsPkxjfpxr6LM2Mg5sQr,"contemporary country, country road, country"
2rsjgtDbLeSYttYBPL5L1m,"contemporary country, country road, country"
7gpuC3rLKkI7PoJcEnSIO6,"contemporary country, country road, country"
5nWgEBtaRwVrCMjer1RtLm,"contemporary country, country road, country"
2WsWOqZk5YKJD1WTGKihRp,"contemporary country, country road, country"
02UnamzTn2rySwzcMkq5qx,"contemporary country, country road, country"
04rZkq3ihHmGNfKPgBiTX1,"contemporary country, country road, country"
4YjjNHtEsTX6Af4mCTupT5,"contemporary country, country road, country"
0CKba2KBPP9TFbh5Nf8i4P,"contemporary country, country road, country"
0NB8Y8TXV0UTUoq9XHuOIr,"contemporary country, country road, country"
4bVuIlGQBMWS7vIhcx8Ae4,"contemporary country, country road, country"
6Gfmj0HbpvxTdW0sdlzTDU,"contemporary country, country road, country"
2Fs18NaCDuluPG1DHGw1XG,"contemporary country, country road, country"
0xhiQVCz22skOX51jsrfyE,"contemporary country, country road, country"
6xRMwzjtb7bEbDFYP97jQB,"contemporary country, country road, country"
3f9X0GdtSSq06xZVJZ5S5T,"contemporary country, country road, country"
50MHFGCJITQy3LhZam6Mm6,"contemporary country, country road, country"
4lhajjgcICdfhRkvWj9Tud,"contemporary country, country road, country"
70RcoZEtPZjMpY1yLb13kK,"contemporary country, country road, country"
5RT2SHwVcy80FhUrUryR0u,"contemporary country, country road, country"
6IX5nEnp3BDGtGFQJzh1EH,"contemporary country, country road, country"
2F08d4KocfOdWhn7aK3gDI,"contemporary country, country road, country"
3uSeT5T2pOEx5fTdYFJasm,"contemporary country, country road, country"
1T1C9VVQ1lb60WxWZx7KoG,"contemporary country, country road, country"
7jkWXm5j2er2KfsCRPwWfy,"dance pop, post-teen pop, contemporary country, pop, country road, country"
47aIa6zbUGsdNn55cyuOug,"contemporary country, country road, country"
7ClZTubD4KudpEuBysLMUI,"contemporary country, country road, country"
5mCttXluvE0gaIArboAoFA,"contemporary country, country road, country"
6eZP01jERQt27Ggq7kpEf9,"contemporary country, country road, country"
5S5rw0WLVCAux5B5bWCehK,"contemporary country, country road, country"
4D4xJ4LyDXBWIf9thFSMAJ,"contemporary country, country road, country"
3qwPYg8xTWPafQD3YUNaTU,"contemporary country, country road, country"
1fidCEsYlaVE3pHwKCvpFZ,afrobeats
0LH5xRQz5D36FpIkYUFv2e,afrobeats
7GARzfC1mwhDuk4t9WOACq,"k-rap, k-pop"
2QWEMqQMJR1KDf6hDjJOs6,"k-rap, k-pop"
5wxYxygyHpbgv0EXZuqb9V,"k-rap, k-pop, hip hop, rap, north carolina hip hop, conscious hip hop"
7qdo6JOOaaY9LadOAhfXq7,"g funk, west coast rap, new jack swing, contemporary r&b, popping, r&b, urban contemporary"
6EbVuwU7EnKeF2hdpViXCH,"nyc rap, brooklyn drill, sad rap"
6Avndj1UPQLwR2qqzDwZBc,"dance pop, reggae fusion, post-teen pop, dancehall, jamaican dancehall"
