track_id,danceability,energy,acousticness,instrumentalness,valence,tempo,Cluster,Cluster_Label
4muwDurKeVOB1WBjTVRWlD,0.732,0.6,0.00385,0.000114,0.436,167.973,1,Relaxing Acoustic Tunes
1ZvBVbsaNqHEP6ymXaPGlj,0.732,0.663,0.0819,0.0,0.227,139.964,1,Relaxing Acoustic Tunes
6vWzkhoAp1SF4PEJ0iLKYQ,0.732,0.683,0.0567,0.0,0.583,160.002,1,Relaxing Acoustic Tunes
591ks2A0o7ratTpiRdI7M6,0.732,0.387,0.0493,0.0,0.242,157.875,1,Relaxing Acoustic Tunes
7GX5flRQZVHRAGd6B4TmDO,0.732,0.75,0.00264,0.0,0.401,155.096,1,Relaxing Acoustic Tunes
5gWnJbOpNKAcOZw7snskjK,0.363,0.618,0.00038,2.41e-05,0.412,82.939,1,Relaxing Acoustic Tunes
1fkYmLPG2Oi2AkUmcspWKl,0.363,0.71,0.216,0.0,0.383,170.113,1,Relaxing Acoustic Tunes
0wEGo9LsSrSUz9HOtraWAO,0.363,0.891,0.00992,0.00183,0.331,95.089,1,Relaxing Acoustic Tunes
7kpa6MWRrPaF3b6C0DgioK,0.363,0.906,0.0122,0.0,0.37,181.964,1,Relaxing Acoustic Tunes
6WCqjXvMxAN2yP4dzeoyhF,0.488,0.713,0.0569,0.0,0.483,167.973,1,Relaxing Acoustic Tunes
296XGtH5MeGisqD3uAz6Q6,0.488,0.923,0.129,0.0,0.818,183.891,1,Relaxing Acoustic Tunes
7gHoT3JZocCWKWkMWvAGix,0.488,0.569,0.076,1.06e-06,0.153,71.92,1,Relaxing Acoustic Tunes
3n2A6l4UayVe3GGKCvfQWV,0.488,0.744,0.0353,0.0,0.59,180.007,1,Relaxing Acoustic Tunes
4oEf84vBYVftf6KmZexhVo,0.488,0.644,0.132,4.01e-05,0.33,121.861,1,Relaxing Acoustic Tunes
24tygl4LPQcQgeBe7qzY3n,0.488,0.917,0.0897,3.25e-06,0.772,156.053,1,Relaxing Acoustic Tunes
54lwAukbN9gFGnDprkHjRD,0.488,0.769,0.00802,0.00881,0.267,142.071,1,Relaxing Acoustic Tunes
2nLtzopw4rPReszdYBJU6h,0.488,0.87,0.00353,0.0,0.211,110.072,1,Relaxing Acoustic Tunes
31x4wWBghN7f5PiEZUmcAW,0.488,0.848,0.286,4.77e-05,0.33,161.005,1,Relaxing Acoustic Tunes
4E2fOeF5A6onC10OtnjXJa,0.488,0.586,0.121,0.0,0.533,158.405,1,Relaxing Acoustic Tunes
5NhZkLMccDVhxocmVHDu4G,0.488,0.855,0.287,0.0,0.799,148.971,1,Relaxing Acoustic Tunes
1qzoBWC6US7szlOsIQ1VxZ,0.488,0.482,0.125,0.0,0.318,158.669,1,Relaxing Acoustic Tunes
121ozDQCYicrPSgpeSUPx6,0.488,0.673,0.109,0.86,0.188,163.987,1,Relaxing Acoustic Tunes
2Q3jFbyE61mCjS3SkW4toJ,0.488,0.635,0.179,8.16e-06,0.783,174.072,1,Relaxing Acoustic Tunes
55BOHRBoPZAyJGCpKR5R16,0.488,0.833,0.0352,0.0168,0.751,174.008,1,Relaxing Acoustic Tunes
09AvsbivV1FQBRAEBJh7UL,0.601,0.787,0.0492,0.0,0.525,134.981,1,Relaxing Acoustic Tunes
6QFCMUUq1T2Vf5sFUXcuQ7,0.601,0.843,0.000704,5.27e-05,0.534,128.002,1,Relaxing Acoustic Tunes
6I3mqTwhRpn34SLVafSH7G,0.601,0.741,0.185,2.91e-05,0.441,153.96,1,Relaxing Acoustic Tunes
7DrMRURVBwwbFwo63Xp8aR,0.601,0.59,0.018,0.856,0.323,169.766,1,Relaxing Acoustic Tunes
